Time Pu238 Pu239 Pu240 Pu241 Pu242
4.833333333333333 1.68248974063 41.8042792518 26.9878508495 16.8681973464 11.1491555799 
9.333333333333334 1.68248974063 41.8042792518 26.9878508495 16.8681973464 11.1491555799 
13.833333333333334 1.68248974063 41.8042792518 26.9878508495 16.8681973464 11.1491555799 
18.333333333333332 1.68248974063 41.8042792518 26.9878508495 16.8681973464 11.1491555799 
22.833333333333332 1.68248974063 41.8042792518 26.9878508495 16.8681973464 11.1491555799 
27.333333333333332 1.66081991445 41.808551425 26.9955645579 16.8735865591 11.1528992705 
31.833333333333332 1.00689360264 41.7748036759 27.2594945937 17.0952199142 11.3432360721 
36.333333333333336 1.09290421922 41.7682484034 27.1856679963 17.0710099948 11.3634591507 
40.833333333333336 1.04091234948 41.7794258586 27.1985663864 17.0834603493 11.3776337636 
45.333333333333336 1.10721789223 41.7756473807 27.1360359688 17.0643590171 11.397955269 
49.833333333333336 1.17243342252 41.7713205348 27.0771834473 17.045687866 11.4158211498 
54.333333333333336 1.22788246175 41.8488065182 27.0087914368 17.0003131604 11.3953857077 
58.833333333333336 1.28327449582 41.8450705451 26.9589293193 16.9844606878 11.4104744686 
63.333333333333336 1.31992135372 41.8438592675 26.916874737 16.9720508889 11.4294754604 
67.83333333333333 1.36076013516 41.8394196188 26.8769441131 16.960282605 11.4454880311 
72.33333333333333 1.37870042325 41.8341197739 26.8457548735 16.9536988215 11.4704066782 
76.83333333333333 1.40113007483 41.829337605 26.8149674292 16.9461932588 11.4911310604 
81.33333333333333 1.41737288607 41.8234173944 26.7866534618 16.9400336321 11.5153454539 
85.83333333333333 1.42392306394 41.8134554208 26.7651966155 16.9379760108 11.5424154777 
90.33333333333333 1.45227685891 41.8158047307 26.7327753868 16.9264493028 11.5558790492 
94.83333333333333 1.46979004634 41.8139796022 26.707624833 16.9194007906 11.5726191186 
99.33333333333333 1.49185388389 41.81214486 26.6803471453 16.9106604659 11.5889349228 
103.83333333333333 1.50928138094 41.8109354767 26.6566862788 16.9034250096 11.604017331 
108.33333333333333 1.53163239055 41.8099857989 26.6305166677 16.8941819173 11.6186097247 
112.83333333333333 1.54856944009 41.8083299019 26.6083894162 16.88701828 11.6331233024 
117.33333333333333 1.56646345329 41.8063035526 26.5853332039 16.8790547812 11.6488907219 
121.83333333333333 1.58062396764 41.8041470548 26.5654960527 16.872614492 11.6637116088 
126.33333333333333 1.59586064226 41.8015187 26.5447512691 16.8654152082 11.6796901569 
130.83333333333334 1.61511649567 41.8009634763 26.5237025049 16.8570591534 11.6909397788 
135.33333333333334 1.6322581612 41.7994238174 26.5032218194 16.8490923571 11.7044373711 
139.83333333333334 1.6464572714 41.7975350862 26.4854087646 16.8424407651 11.7171783598 
144.33333333333334 1.66182933822 41.7958262598 26.4667398561 16.8350429176 11.7302534657 
148.83333333333334 1.67467349077 41.7941157175 26.4503911039 16.8287473435 11.7423594296 
153.33333333333334 1.6897985502 41.7927287076 26.4327412169 16.8213884416 11.7543028311 
