Time Val
0.3333333333333333 8.44026697195
4.833333333333333 8.9868276251
9.333333333333334 9.44700160153
13.833333333333334 9.87316901643
18.333333333333332 10.2362900438
22.833333333333332 10.3816904356
27.333333333333332 10.4785228292
31.833333333333332 10.521740463
36.333333333333336 10.4576219622
40.833333333333336 10.6691314077
45.333333333333336 10.538623555
49.833333333333336 10.4704810519
54.333333333333336 10.6329018256
58.833333333333336 10.5179022069
63.333333333333336 10.5501437237
67.83333333333333 10.4765731711
72.33333333333333 10.4839955008
76.83333333333333 10.6378921084
81.33333333333333 10.5210003896
85.83333333333333 10.4841874649
90.33333333333333 10.5926513734
94.83333333333333 10.5210037815
99.33333333333333 10.551494941
103.83333333333333 10.4773837139
108.33333333333333 10.4845102647
112.83333333333333 10.6381520754
117.33333333333333 10.5211448212
121.83333333333333 10.4842667964
126.33333333333333 10.5926949251
130.83333333333334 10.5210265261
135.33333333333334 10.5515069275
139.83333333333334 10.4773898805
144.33333333333334 10.4845134695
148.83333333333334 10.6381537621
153.33333333333334 10.5211456644
157.83333333333334 10.4842672257
162.33333333333334 10.5926951474
166.83333333333334 10.5210266384
171.33333333333334 10.5515069865
175.83333333333334 10.4773899108
180.33333333333334 10.4845134842
184.83333333333334 10.63815377
189.33333333333334 10.5211456701
193.83333333333334 10.4842672279
198.33333333333334 10.5926951481
202.83333333333334 10.521026639
207.33333333333334 10.5515069858
211.83333333333334 10.47738991
216.33333333333334 10.4845134847
220.83333333333334 10.6381537705
225.33333333333334 10.5211456688
229.83333333333334 10.4842672282
234.33333333333334 10.5926951491
238.83333333333334 10.5210266422
243.33333333333334 10.5515069874
247.83333333333334 10.4773899096
252.33333333333334 10.4845134853
256.8333333333333 10.6381537729
261.3333333333333 10.5211456713
265.8333333333333 10.4842672278
270.3333333333333 10.592695149
274.8333333333333 10.521026641
279.3333333333333 10.5515069867
283.8333333333333 10.4773899106
288.3333333333333 10.484513485
292.8333333333333 10.6381537725
297.3333333333333 10.5211456704
