Time Pu238 Pu239 Pu240 Pu241 Pu242 Am241
14.0 2.10440646603 44.4908449364 30.2234522456 10.9147410337 11.2048106818 
18.5 2.10440646603 44.4908449364 30.2234522456 10.9147410337 11.2048106818 
23.0 2.10440646603 44.4908449364 30.2234522456 10.9147410337 11.2048106818 
27.5 2.10440646603 44.4908449364 30.2234522456 10.9147410337 11.2048106818 
32.0 2.10440646603 44.4908449364 30.2234522456 10.9147410337 11.2048106818 
36.5 2.10440646603 44.4908449364 30.2234522456 10.9147410337 11.2048106818 
41.0 2.10440646603 44.4908449364 30.2234522456 10.9147410337 11.2048106818 
45.5 2.10440646603 44.4908449364 30.2234522456 10.9147410337 11.2048106818 
50.0 2.10440646603 44.4908449364 30.2234522456 10.9147410337 11.2048106818 
54.5 2.10440646603 44.4908449364 30.2234522456 10.9147410337 11.2048106818 
59.0 2.10440646603 44.4908449364 30.2234522456 10.9147410337 11.2048106818 
63.5 2.10440646603 44.4908449364 30.2234522456 10.9147410337 11.2048106818 
68.0 2.10440646603 44.4908449364 30.2234522456 10.9147410337 11.2048106818 
72.5 2.10440646603 44.4908449364 30.2234522456 10.9147410337 11.2048106818 
77.0 2.10440646603 44.4908449364 30.2234522456 10.9147410337 11.2048106818 
81.5 2.10440646603 44.4908449364 30.2234522456 10.9147410337 11.2048106818 
86.0 2.10440646603 44.4908449364 30.2234522456 10.9147410337 11.2048106818 
90.5 2.10440646603 44.4908449364 30.2234522456 10.9147410337 11.2048106818 
95.0 2.10440646603 44.4908449364 30.2234522456 10.9147410337 11.2048106818 
99.5 2.10440646603 44.4908449364 30.2234522456 10.9147410337 11.2048106818 
104.0 2.10440646603 44.4908449364 30.2234522456 10.9147410337 11.2048106818 
108.5 2.10440646603 44.4908449364 30.2234522456 10.9147410337 11.2048106818 
113.0 2.10440646603 44.4908449364 30.2234522456 10.9147410337 11.2048106818 
117.5 2.10440646603 44.4908449364 30.2234522456 10.9147410337 11.2048106818 
122.0 2.10440646603 44.4908449364 30.2234522456 10.9147410337 11.2048106818 
126.5 2.10440646603 44.4908449364 30.2234522456 10.9147410337 11.2048106818 
131.0 2.10440646603 44.4908449364 30.2234522456 10.9147410337 11.2048106818 
135.5 2.10440646603 44.4908449364 30.2234522456 10.9147410337 11.2048106818 
140.0 2.10440646603 44.4908449364 30.2234522456 10.9147410337 11.2048106818 
144.5 2.10440646603 44.4908449364 30.2234522456 10.9147410337 11.2048106818 
149.0 2.10440646603 44.4908449364 30.2234522456 10.9147410337 11.2048106818 
153.5 2.10440646603 44.4908449364 30.2234522456 10.9147410337 11.2048106818 
158.0 2.10440646603 44.4908449364 30.2234522456 10.9147410337 11.2048106818 
162.5 2.10440646603 44.4908449364 30.2234522456 10.9147410337 11.2048106818 
167.0 2.10440646603 44.4908449364 30.2234522456 10.9147410337 11.2048106818 
171.5 2.10440646603 44.4908449364 30.2234522456 10.9147410337 11.2048106818 
176.0 2.10440646603 44.4908449364 30.2234522456 10.9147410337 11.2048106818 
180.5 2.10440646603 44.4908449364 30.2234522456 10.9147410337 11.2048106818 
185.0 2.10440646603 44.4908449364 30.2234522456 10.9147410337 11.2048106818 
189.5 2.10440646603 44.4908449364 30.2234522456 10.9147410337 11.2048106818 
194.0 2.10440646603 44.4908449364 30.2234522456 10.9147410337 11.2048106818 
198.5 2.10440646603 44.4908449364 30.2234522456 10.9147410337 11.2048106818 
203.0 2.10440646603 44.4908449364 30.2234522456 10.9147410337 11.2048106818 
207.5 2.10440646603 44.4908449364 30.2234522456 10.9147410337 11.2048106818 
212.0 2.10440646603 44.4908449364 30.2234522456 10.9147410337 11.2048106818 
216.5 2.10440646603 44.4908449364 30.2234522456 10.9147410337 11.2048106818 
221.0 2.10440646603 44.4908449364 30.2234522456 10.9147410337 11.2048106818 
225.5 2.10440646603 44.4908449364 30.2234522456 10.9147410337 11.2048106818 
230.0 2.10440646603 44.4908449364 30.2234522456 10.9147410337 11.2048106818 
234.5 2.10440646603 44.4908449364 30.2234522456 10.9147410337 11.2048106818 
239.0 2.10440646603 44.4908449364 30.2234522456 10.9147410337 11.2048106818 
243.5 2.10440646603 44.4908449364 30.2234522456 10.9147410337 11.2048106818 
248.0 2.10440646603 44.4908449364 30.2234522456 10.9147410337 11.2048106818 
252.5 2.10440646603 44.4908449364 30.2234522456 10.9147410337 11.2048106818 
257.0 2.10440646603 44.4908449364 30.2234522456 10.9147410337 11.2048106818 
261.5 2.10440646603 44.4908449364 30.2234522456 10.9147410337 11.2048106818 
266.0 2.10440646603 44.4908449364 30.2234522456 10.9147410337 11.2048106818 
270.5 2.10440646603 44.4908449364 30.2234522456 10.9147410337 11.2048106818 
275.0 2.10440646603 44.4908449364 30.2234522456 10.9147410337 11.2048106818 
279.5 2.10440646603 44.4908449364 30.2234522456 10.9147410337 11.2048106818 
284.0 2.10440646603 44.4908449364 30.2234522456 10.9147410337 11.2048106818 
288.5 2.10440646603 44.4908449364 30.2234522456 10.9147410337 11.2048106818 
293.0 2.10440646603 44.4908449364 30.2234522456 10.9147410337 11.2048106818 
297.5 2.10440646603 44.4908449364 30.2234522456 10.9147410337 11.2048106818 
