Time Pu238 Pu239 Pu240 Pu241 Pu242 Am241
0.3333333333333333 0.104190459697 5.27928071568 1.64273776739 0.871756901752 0.578618314246 0.0106335058233 
4.833333333333333 0.106224510475 5.57407215288 1.73387452419 0.742024952043 0.611001079446 0.189016507367 
9.333333333333334 0.107396413103 5.83813973279 1.81538967583 0.625329318711 0.64002411386 0.347960496837 
13.833333333333334 0.107761746603 6.0654362948 1.88543535674 0.524395448058 0.665024426581 0.483908396567 
18.333333333333332 0.107491769861 6.22652691051 1.93497984857 0.452444553806 0.682760234262 0.5795400421 
22.833333333333332 0.107243394364 6.26026219443 1.94531785969 0.43722524058 0.686480529416 0.59929295097 
27.333333333333332 0.110285555861 6.33789166573 1.98602188978 0.384318586009 0.699128032519 0.588406043005 
31.833333333333332 0.114658722552 6.38044038937 2.02371209096 0.338772439102 0.709810679555 0.530880150035 
36.333333333333336 0.11531819702 6.39283902773 2.03251491727 0.327722790395 0.712405433913 0.52132787103 
40.833333333333336 0.116392715688 6.38753590355 2.03762553278 0.32277866601 0.713472997473 0.495576927773 
45.333333333333336 0.116245419386 6.39636064014 2.04048118224 0.318584407275 0.71448896678 0.500218181332 
49.833333333333336 0.11637313232 6.38651972482 2.03731669377 0.323222290461 0.713363165494 0.494971367874 
54.333333333333336 0.116208555818 6.3969831555 2.04049633075 0.318493782433 0.714514764208 0.50117692212 
58.833333333333336 0.116380674923 6.38665909038 2.03737652563 0.323144296363 0.713382363852 0.494999101712 
63.333333333333336 0.116214659989 6.39757523598 2.04075334512 0.318143922054 0.714598639418 0.501269593275 
67.83333333333333 0.116391432209 6.3863777341 2.03733170508 0.323227060364 0.713361378563 0.494695093205 
72.33333333333333 0.116212322607 6.39792785087 2.04088539682 0.317957090108 0.714643594258 0.501394641813 
76.83333333333333 0.116397000971 6.38600820888 2.03721867197 0.323394811189 0.713320533913 0.494478454411 
81.33333333333333 0.116206236594 6.39829498581 2.04099598315 0.317792154496 0.714683770458 0.501615589307 
85.83333333333333 0.116402826223 6.38562675344 2.03710055745 0.323569687928 0.713278001681 0.494259742304 
90.33333333333333 0.116200125418 6.39869029309 2.04111746642 0.317611965895 0.714727617179 0.501845384677 
94.83333333333333 0.116409162157 6.38522119049 2.03697599861 0.323754502629 0.713233032774 0.494023751792 
99.33333333333333 0.116193650624 6.39910981164 2.04124659959 0.31742050173 0.714774202025 0.502088541485 
103.83333333333333 0.11641588124 6.38478960696 2.03684333764 0.323951286082 0.713185151937 0.493772997582 
108.33333333333333 0.116186750928 6.39955576266 2.04138374749 0.317217108557 0.714823692096 0.502347428379 
112.83333333333333 0.116423022936 6.38433082977 2.03670229655 0.324160494574 0.713134248798 0.493506515328 
117.33333333333333 0.116179416967 6.40002994908 2.0415295856 0.317000828659 0.714876317177 0.502622687397 
121.83333333333333 0.116430617619 6.38384310734 2.03655236466 0.324382893238 0.713080135904 0.493223196077 
126.33333333333333 0.116171620916 6.40053412671 2.04168465249 0.316770861495 0.714932271799 0.502915343562 
130.83333333333334 0.116438693413 6.38332462007 2.0363929778 0.324619323798 0.713022610158 0.492921993165 
135.33333333333334 0.116163333858 6.40107022468 2.04184953932 0.316526344699 0.714991769451 0.503226510708 
139.83333333333334 0.116447280542 6.38277341267 2.03622353504 0.324870668673 0.712961454674 0.49260177866 
144.33333333333334 0.116154524366 6.40164023046 2.04202485797 0.316266353584 0.715055030904 0.503557356507 
148.83333333333334 0.116456411644 6.38218743312 2.03604340628 0.325137867499 0.712896441916 0.492261354318 
153.33333333333334 0.116145159751 6.4022463043 2.04221127337 0.315989907649 0.71512229599 0.503909128735 
157.83333333333334 0.116466121242 6.3815644897 2.03585191842 0.325421917959 0.712827328863 0.49189944597 
162.33333333333334 0.116135205283 6.40289073797 2.04240949125 0.315695963668 0.715193819234 0.504283152444 
166.83333333333334 0.116476446192 6.38090226013 2.03564835834 0.325723881307 0.712753858002 0.491514699755 
171.33333333333334 0.116124623648 6.40357594771 2.04262025538 0.315383411316 0.715269868949 0.50468083539 
175.83333333333334 0.116487425274 6.38019825295 2.03543196073 0.326044883874 0.712675753068 0.491105674985 
180.33333333333334 0.116113376173 6.40430455884 2.04284437446 0.315051072057 0.715350736691 0.505103679748 
184.83333333333334 0.116499100817 6.37944987908 2.03520193101 0.326386125865 0.712592727006 0.49067084501 
189.33333333333334 0.116101420009 6.40507926215 2.04308267651 0.314697687593 0.715436721285 0.505553273891 
193.83333333333334 0.116511516371 6.37865430298 2.03495739827 0.326748878064 0.712504465454 0.490208579874 
198.33333333333334 0.116088711996 6.40590305624 2.04333608553 0.314321926052 0.71552815575 0.506031319608 
202.83333333333334 0.116524719398 6.37780858018 2.03469745849 0.327134494565 0.712410641907 0.489717154776 
207.33333333333334 0.11607520383 6.40677898697 2.04360553918 0.313922363139 0.715625378428 0.506539613378 
211.83333333333334 0.116538759847 6.3769095419 2.03442113909 0.327544411863 0.712310905149 0.489194730716 
216.33333333333334 0.116060846077 6.4077104073 2.04389207036 0.313497489652 0.715728761701 0.507080077251 
220.83333333333334 0.11655369115 6.3759538446 2.03412741374 0.327980157405 0.712204884508 0.488639357466 
225.33333333333334 0.116045585142 6.40870081493 2.04419675652 0.313045696252 0.715838694149 0.507654747928 
229.83333333333334 0.116569570083 6.37493792513 2.03381518898 0.32844335381 0.712092185059 0.48804896004 
234.33333333333334 0.11602936476 6.40975397191 2.04452075678 0.312565273199 0.715955593694 0.508265796019 
238.83333333333334 0.116586456655 6.37385797805 2.03348329675 0.328935723884 0.71197238499 0.487421332748 
